"c_chave";"c_codprod";"c_descr"
"0000004558";"00577";"SUCO CONCENTRADO SABOR GOIABA 500ML"
"0000003420";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000003550";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000003722";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000003944";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004057";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004155";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004257";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004263";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004366";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004475";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004537";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000004558";"00578";"SUCO CONCENTRADO SABOR ACEROLA 500ML"
"0000003420";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000003550";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000003722";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000003944";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004057";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004155";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004257";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004263";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004366";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004475";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004537";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000004558";"00579";"SUCO CONCENTRADO SABOR MARACUJA 500ML"
"0000003420";"00580";"PO PARA REFRESCO 1KG"
"0000003550";"00580";"PO PARA REFRESCO 1KG"
"0000003722";"00580";"PO PARA REFRESCO 1KG"
"0000003944";"00580";"PO PARA REFRESCO 1KG"
"0000004057";"00580";"PO PARA REFRESCO 1KG"
"0000004155";"00580";"PO PARA REFRESCO 1KG"
"0000004257";"00580";"PO PARA REFRESCO 1KG"
"0000004263";"00580";"PO PARA REFRESCO 1KG"
"0000004366";"00580";"PO PARA REFRESCO 1KG"
"0000004475";"00580";"PO PARA REFRESCO 1KG"
"0000004537";"00580";"PO PARA REFRESCO 1KG"
"0000004558";"00580";"PO PARA REFRESCO 1KG"
"0000003420";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000003550";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000003722";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000003944";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004057";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004155";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004257";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004263";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004366";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004475";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004537";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000004558";"00581";"AZEITE DE OLIVA EXTRA VIRGEM 500ML"
"0000003422";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000003552";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000003721";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000003943";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004056";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004155";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004257";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004263";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004366";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004476";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004537";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000004558";"00598";"FILE DE BRANQUINHO A GRANEL"
"0000003420";"00606";"CREME DE LEITE 200G"
"0000003550";"00606";"CREME DE LEITE 200G"
"0000003722";"00606";"CREME DE LEITE 200G"
"0000003944";"00606";"CREME DE LEITE 200G"
"0000004057";"00606";"CREME DE LEITE 200G"
"0000004155";"00606";"CREME DE LEITE 200G"
"0000004257";"00606";"CREME DE LEITE 200G"
"0000004263";"00606";"CREME DE LEITE 200G"
"0000004366";"00606";"CREME DE LEITE 200G"
"0000004475";"00606";"CREME DE LEITE 200G"
"0000004537";"00606";"CREME DE LEITE 200G"
"0000004558";"00606";"CREME DE LEITE 200G"
"0000003420";"00609";"LEITE CONDENSADO 395G"
"0000003550";"00609";"LEITE CONDENSADO 395G"
"0000003722";"00609";"LEITE CONDENSADO 395G"
"0000003944";"00609";"LEITE CONDENSADO 395G"
"0000004057";"00609";"LEITE CONDENSADO 395G"
"0000004155";"00609";"LEITE CONDENSADO 395G"
"0000004257";"00609";"LEITE CONDENSADO 395G"
"0000004263";"00609";"LEITE CONDENSADO 395G"
"0000004366";"00609";"LEITE CONDENSADO 395G"
"0000004475";"00609";"LEITE CONDENSADO 395G"
"0000004537";"00609";"LEITE CONDENSADO 395G"
"0000004558";"00609";"LEITE CONDENSADO 395G"
"0000003420";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000003550";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000003722";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000003944";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004057";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004155";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004257";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004263";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004366";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004475";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004537";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000004558";"00619";"AMIDO DE MILHO MAIZENA 200G"
"0000003420";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000003550";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000003722";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000003944";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004057";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004155";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004257";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004263";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004366";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004475";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004537";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000004558";"00621";"FEIJAO PRETO TIPO 1 PCT 1KG"
"0000003420";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000003550";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000003722";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000003944";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004057";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004155";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004257";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004263";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004366";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004475";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004537";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000004558";"00627";"MILHO CANJICA BCA DONA CLARA 500G"
"0000003422";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000003552";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000003721";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000003943";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004056";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004155";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004257";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004263";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004366";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004476";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004537";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000004558";"00640";"CARNE BOV MOIDA CONG FORTBOI CX10KG"
"0000003421";"00644";"MACA NAC PEQUENA KG"
"0000003551";"00644";"MACA NAC PEQUENA KG"
"0000003720";"00644";"MACA NAC PEQUENA KG"
"0000003945";"00644";"MACA NAC PEQUENA KG"
"0000004058";"00644";"MACA NAC PEQUENA KG"
"0000004155";"00644";"MACA NAC PEQUENA KG"
"0000004257";"00644";"MACA NAC PEQUENA KG"
"0000004263";"00644";"MACA NAC PEQUENA KG"
"0000004366";"00644";"MACA NAC PEQUENA KG"
"0000004477";"00644";"MACA NAC PEQUENA KG"
"0000004537";"00644";"MACA NAC PEQUENA KG"
"0000004558";"00644";"MACA NAC PEQUENA KG"
"0000003421";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000003551";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000003720";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000003945";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004058";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004155";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004257";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004263";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004366";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004477";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004537";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000004558";"00647";"UVA NAC BENETAKA CUMBUCA 500 G GRUPO JAP"
"0000003420";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000003550";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000003722";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000003944";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004057";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004155";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004257";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004263";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004366";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004475";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004537";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000004558";"00648";"FARINHA DE TRIGO S/ FERMENTO 1KG"
"0000003420";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000003550";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000003722";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000003944";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004057";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004155";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004257";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004263";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004366";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004475";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004537";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000004558";"00649";"FEIJAO CARIOCA T1 JUPI"
"0000003420";"00651";"OLEO DE SOJA 900 ML"
"0000003550";"00651";"OLEO DE SOJA 900 ML"
"0000003722";"00651";"OLEO DE SOJA 900 ML"
"0000003944";"00651";"OLEO DE SOJA 900 ML"
"0000004057";"00651";"OLEO DE SOJA 900 ML"
"0000004155";"00651";"OLEO DE SOJA 900 ML"
"0000004257";"00651";"OLEO DE SOJA 900 ML"
"0000004263";"00651";"OLEO DE SOJA 900 ML"
"0000004366";"00651";"OLEO DE SOJA 900 ML"
"0000004475";"00651";"OLEO DE SOJA 900 ML"
"0000004537";"00651";"OLEO DE SOJA 900 ML"
"0000004558";"00651";"OLEO DE SOJA 900 ML"
"0000003422";"00692";"SALSICHA RESFRIADA KG"
"0000003552";"00692";"SALSICHA RESFRIADA KG"
"0000003721";"00692";"SALSICHA RESFRIADA KG"
"0000003943";"00692";"SALSICHA RESFRIADA KG"
"0000004056";"00692";"SALSICHA RESFRIADA KG"
"0000004155";"00692";"SALSICHA RESFRIADA KG"
"0000004257";"00692";"SALSICHA RESFRIADA KG"
"0000004263";"00692";"SALSICHA RESFRIADA KG"
"0000004366";"00692";"SALSICHA RESFRIADA KG"
"0000004476";"00692";"SALSICHA RESFRIADA KG"
"0000004537";"00692";"SALSICHA RESFRIADA KG"
"0000004558";"00692";"SALSICHA RESFRIADA KG"
"0000003420";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000003550";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000003722";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000003944";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004057";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004155";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004257";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004263";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004366";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004475";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004537";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000004558";"00731";"AGUA ADICONADA DE SAIS SEM GAS CONTEM 1,5 L"
"0000003420";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000003550";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000003722";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000003944";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004057";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004155";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004257";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004263";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004366";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004475";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004537";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000004558";"00763";"AGUA MINERAL 500 ML X 12 COM GAS PREMIUM"
"0000003551";"00781";"ABACATE"
"0000003720";"00781";"ABACATE"
"0000003945";"00781";"ABACATE"
"0000004058";"00781";"ABACATE"
"0000004155";"00781";"ABACATE"
"0000004257";"00781";"ABACATE"
"0000004263";"00781";"ABACATE"
"0000003421";"00782";"MANGA"
"0000003551";"00782";"MANGA"
"0000003720";"00782";"MANGA"
"0000003945";"00782";"MANGA"
"0000004058";"00782";"MANGA"
"0000004155";"00782";"MANGA"
"0000004257";"00782";"MANGA"
"0000004263";"00782";"MANGA"
"0000004366";"00782";"MANGA"
"0000004477";"00782";"MANGA"
"0000004537";"00782";"MANGA"
"0000004558";"00782";"MANGA"
"0000003421";"00783";"GOIABA"
"0000003551";"00783";"GOIABA"
"0000003720";"00783";"GOIABA"
"0000003945";"00783";"GOIABA"
"0000004058";"00783";"GOIABA"
"0000004155";"00783";"GOIABA"
"0000004257";"00783";"GOIABA"
"0000004263";"00783";"GOIABA"
"0000004366";"00783";"GOIABA"
"0000004477";"00783";"GOIABA"
"0000004537";"00783";"GOIABA"
"0000004558";"00783";"GOIABA"
"0000003421";"00784";"TANGERINA"
"0000003551";"00784";"TANGERINA"
"0000003720";"00784";"TANGERINA"
"0000003945";"00784";"TANGERINA"
"0000004058";"00784";"TANGERINA"
"0000004155";"00784";"TANGERINA"
"0000004257";"00784";"TANGERINA"
"0000004263";"00784";"TANGERINA"
"0000004366";"00784";"TANGERINA"
"0000004477";"00784";"TANGERINA"
"0000004537";"00784";"TANGERINA"
"0000004558";"00784";"TANGERINA"
"0000003422";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000003552";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000003721";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000003943";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004056";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004155";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004257";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004263";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004366";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004476";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004537";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000004558";"00785";"CARNE BOVINA TIPO COXAO DURO"
"0000003420";"00786";"FEIJAO BRANCO"
"0000003550";"00786";"FEIJAO BRANCO"
"0000003722";"00786";"FEIJAO BRANCO"
"0000003944";"00786";"FEIJAO BRANCO"
"0000004057";"00786";"FEIJAO BRANCO"
"0000004155";"00786";"FEIJAO BRANCO"
"0000004257";"00786";"FEIJAO BRANCO"
"0000004263";"00786";"FEIJAO BRANCO"
"0000004366";"00786";"FEIJAO BRANCO"
"0000004475";"00786";"FEIJAO BRANCO"
"0000004537";"00786";"FEIJAO BRANCO"
"0000004558";"00786";"FEIJAO BRANCO"
"0000003420";"00787";"FEIJAO VERDE"
"0000003550";"00787";"FEIJAO VERDE"
"0000003722";"00787";"FEIJAO VERDE"
"0000003944";"00787";"FEIJAO VERDE"
"0000004057";"00787";"FEIJAO VERDE"
"0000004155";"00787";"FEIJAO VERDE"
"0000004257";"00787";"FEIJAO VERDE"
"0000004263";"00787";"FEIJAO VERDE"
"0000004366";"00787";"FEIJAO VERDE"
"0000004475";"00787";"FEIJAO VERDE"
"0000004537";"00787";"FEIJAO VERDE"
"0000004558";"00787";"FEIJAO VERDE"
"0000003420";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000003550";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000003722";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000003944";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004057";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004155";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004257";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004263";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004366";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004475";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004537";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000004558";"00788";"LEITE EM PO SEMIDESNATADO 400G"
"0000003944";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004057";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004155";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004257";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004263";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004366";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004475";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004537";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000004558";"00790";"PROTEINA TEXTURIZADA DE SOJA"
"0000003420";"00791";"RAPADURA 500GR"
"0000003722";"00791";"RAPADURA 500GR"
"0000003944";"00791";"RAPADURA 500GR"
"0000004057";"00791";"RAPADURA 500GR"
"0000004155";"00791";"RAPADURA 500GR"
"0000004257";"00791";"RAPADURA 500GR"
"0000004263";"00791";"RAPADURA 500GR"
"0000004366";"00791";"RAPADURA 500GR"
"0000004475";"00791";"RAPADURA 500GR"
"0000004537";"00791";"RAPADURA 500GR"
"0000004558";"00791";"RAPADURA 500GR"
"0000003422";"00792";"FRANGO CONGELADO"
"0000003552";"00792";"FRANGO CONGELADO"
"0000003721";"00792";"FRANGO CONGELADO"
"0000003943";"00792";"FRANGO CONGELADO"
"0000004056";"00792";"FRANGO CONGELADO"
"0000004155";"00792";"FRANGO CONGELADO"
"0000004257";"00792";"FRANGO CONGELADO"
"0000004263";"00792";"FRANGO CONGELADO"
"0000004366";"00792";"FRANGO CONGELADO"
"0000004476";"00792";"FRANGO CONGELADO"
"0000004537";"00792";"FRANGO CONGELADO"
"0000004558";"00792";"FRANGO CONGELADO"
"0000003422";"00794";"ACEM BOVINO"
"0000003552";"00794";"ACEM BOVINO"
"0000003721";"00794";"ACEM BOVINO"
"0000003943";"00794";"ACEM BOVINO"
"0000004056";"00794";"ACEM BOVINO"
"0000004155";"00794";"ACEM BOVINO"
"0000004257";"00794";"ACEM BOVINO"
"0000004263";"00794";"ACEM BOVINO"
"0000004366";"00794";"ACEM BOVINO"
"0000004476";"00794";"ACEM BOVINO"
"0000004537";"00794";"ACEM BOVINO"
"0000004558";"00794";"ACEM BOVINO"
"0000003420";"00795";"ARROZ BARBOLIZADO"
"0000003550";"00795";"ARROZ BARBOLIZADO"
"0000003722";"00795";"ARROZ BARBOLIZADO"
"0000003944";"00795";"ARROZ BARBOLIZADO"
"0000003944";"00795";"ARROZ BARBOLIZADO"
"0000004057";"00795";"ARROZ BARBOLIZADO"
"0000004155";"00795";"ARROZ BARBOLIZADO"
"0000004257";"00795";"ARROZ BARBOLIZADO"
"0000004257";"00795";"ARROZ BARBOLIZADO"
"0000004263";"00795";"ARROZ BARBOLIZADO"
"0000004263";"00795";"ARROZ BARBOLIZADO"
"0000004366";"00795";"ARROZ BARBOLIZADO"
"0000004475";"00795";"ARROZ BARBOLIZADO"
"0000004537";"00795";"ARROZ BARBOLIZADO"
"0000004558";"00795";"ARROZ BARBOLIZADO"
"0000003421";"00812";"ABACATE KG"
"0000004366";"00812";"ABACATE KG"
"0000004477";"00812";"ABACATE KG"
"0000004537";"00812";"ABACATE KG"
"0000004558";"00812";"ABACATE KG"
"0000003420";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000003550";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000003722";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000003944";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004057";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004155";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004257";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004263";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004366";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004475";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004537";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000004558";"00830";"BISCOITO DOCE TIPO MAIZENA"
"0000003420";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000003550";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000003722";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000003944";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004057";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004155";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004257";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004263";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004366";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004475";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004537";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000004558";"00831";"FERMENTO BIOLOGICO PARA PAO 500G"
"0000003420";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000003550";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000003722";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000003944";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004057";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004155";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004257";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004263";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004366";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004475";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004537";"00835";"LEITE EM PO  INTEGRAL 400GR"
"0000004558";"00835";"LEITE EM PO  INTEGRAL 400GR"
